PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NC5026011,FORT BRAGG-RANGE 30,Transient non-community system,Ground water,Cumberland,FORT BRAGG,25,5,2,11
NC0197543,FORT HAMBY PARK,Transient non-community system,Ground water,Wilkes,WILKESBORO,50,3,6,12
NC0150188,FORT TATHAM CAMPGROUND,Transient non-community system,Ground water,Jackson,SYLVA,251,3,17,25
NC0150185,FORT WILDERNESS CAMPGROUND,Transient non-community system,Ground water,Jackson,WHITTIER,191,3,26,21
NC0235539,FOY MART  NO 1,Transient non-community system,Ground water,Franklin,SPRING HOPE,75,3,17,10
NC0180567,FRANKLIN BAPTIST CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,140,4,0,21
NC0235548,FRANKLIN COUNTY AIRPORT,Transient non-community system,Ground water,Franklin,LOUISBURG,50,3,8,12
NC1057015,FRANKLIN LDS CHURCH,Transient non-community system,Ground water,Macon,FRANKLIN,70,4,1,6
NC0180613,FRANKLIN PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,300,3,12,32
NC0433413,FRANKLINTON CENTER @ BRICKS  NO 1,Transient non-community system,Ground water,Edgecombe,WHITAKERS,100,3,54,18
NC0433442,FRANKLINTON CENTER @ BRICKS  NO 2,Transient non-community system,Ground water,Edgecombe,WHITAKERS,100,5,37,15
NC0234461,FRATERNITY CH OF THE BRETHREN,Transient non-community system,Ground water,Forsyth,WINSTON SALEM,25,3,9,20
NC0392972,FRAZIER STORE INC,Transient non-community system,Ground water,Wake,WAKE FOREST,30,4,6,16
NC4035004,FREEDOM & DELIVERANCE OUTREACH,Transient non-community system,Ground water,Franklin,LOUISBURG,25,2,11,14
NC0234464,FREEDOM BAPTIST CHURCH,Transient non-community system,Ground water,Forsyth,RURAL HALL,480,9,37,13
NC0181417,FREEMAN`S CONVENIENCE,Transient non-community system,Ground water,Rutherford,BOSTIC,150,4,0,8
NC7024010,FREEWILL PENTECOSTAL HOLINESS,Transient non-community system,Ground water,Columbus,LAKE WACCAMAW,200,3,0,8
NC1058024,FRENCH BROAD RAFTING,Transient non-community system,Ground water,Madison,MARSHALL,50,3,13,18
NC0465588,FRESH FOODS IGA,Transient non-community system,Ground water,New Hanover,CASTLE HAYNE,900,6,0,18
NC0102560,FRIENDLY BAPTIST CHURCH,Transient non-community system,Ground water,Alexander,TAYLORSVILLE,50,3,0,18
NC0286443,FRIENDLY CHAPEL CHURCH,Transient non-community system,Ground water,Surry,PILOT MOUNTAIN,25,4,0,10
NC0285452,FRIENDSHIP BAPT CHURCH,Transient non-community system,Ground water,Stokes,GERMANTON,25,3,23,14
NC0299493,FRIENDSHIP BAPTIST CHURCH,Transient non-community system,Ground water,Yadkin,EAST BEND,25,3,8,11
NC0276469,FRIENDSHIP BAPTIST CHURCH,Transient non-community system,Ground water,Randolph,ASHEBORO,25,2,4,16
NC0136423,FRIENDSHIP BAPTIST CHURCH,Transient non-community system,Ground water,Gaston,BELMONT,100,4,6,25
NC0201509,FRIENDSHIP UMC,Transient non-community system,Ground water,Alamance,BURLINGTON,25,3,43,17
NC0113509,FRIENDSHIP UMC,Transient non-community system,Ground water,Cabarrus,CONCORD,65,4,16,31
NC0118742,FRIENDSHIP UNITED METHODIST CH,Transient non-community system,Ground water,Catawba,NEWTON,200,3,1,17
NC0428422,FRISCO CAMPGROUND,Transient non-community system,Ground water,Dare,FRISCO,406,8,0,18
NC0150536,FRONTIER TRADING POST,Transient non-community system,Ground water,Jackson,WHITTIER,25,3,6,11
NC0195145,FRONTIER VILLAGE I (WELL 1),Transient non-community system,Ground water,Watauga,BOONE,25,4,0,18
NC0195146,FRONTIER VILLAGE I (WELL 2),Transient non-community system,Ground water,Watauga,BOONE,25,4,5,19
NC0195148,FRONTIER VILLAGE I (WELL 4),Transient non-community system,Ground water,Watauga,BOONE,25,4,2,20
NC0195149,FRONTIER VILLAGE II (WELL 1),Transient non-community system,Ground water,Watauga,BOONE,25,4,3,15
NC0195150,FRONTIER VILLAGE II (WELL 2),Transient non-community system,Ground water,Watauga,BOONE,25,4,4,15
NC0195158,FRONTIER VILLAGE III,Transient non-community system,Ground water,Watauga,BOONE,25,5,3,20
NC3095027,FRONTIER VILLAGE III-WELL 2,Transient non-community system,Ground water,Watauga,,25,3,1,8
NC0145542,FRUITLAND BAPTIST CHURCH,Transient non-community system,Ground water,Henderson,HENDERSONVILLE,200,3,1,7
NC0145543,FRUITLAND UNITED METHODIST CH,Transient non-community system,Ground water,Henderson,EDNEYVILLE,112,3,41,9
NC4392625,FUENTE DE SALVACION,Transient non-community system,Ground water,Wake,GARNER,50,3,1,8
NC0188588,FULL GOSPEL CHURCH,Transient non-community system,Ground water,Transylvania,BREVARD,65,3,20,8
NC0285416,FULP MORAVIAN CHURCH,Transient non-community system,Ground water,Stokes,WALNUT COVE,105,3,7,11
NC4392627,FUQUAY-VARINA CHURCH OF CHRIST,Transient non-community system,Ground water,Wake,FUQUAY VARINA,150,3,16,16
NC0190431,FURNITURE FACTORY OUTLET WORLD,Transient non-community system,Ground water,Union,WAXHAW,25,4,2,18
NC0158482,GABRIELS CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Madison,MARS HILL,100,3,12,12
NC0155525,GAINSVILLE BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,LINCOLNTON,100,4,4,23
NC0326858,GALATIA PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Cumberland,FAYETTEVILLE,150,3,27,21
NC0190516,GALILEE BAPTIST CHURCH,Transient non-community system,Ground water,Union,MONROE,100,5,145,30
NC3095029,GAMEKEEPER,Transient non-community system,Ground water,Watauga,,25,6,6,8
NC0424605,GAPWAY BAPT CHURCH,Transient non-community system,Ground water,Columbus,TABOR CITY,150,4,27,15
NC4392496,GARNER CHURCH OF GOD,Transient non-community system,Ground water,Wake,GARNER,200,3,13,11
NC0392845,GARNER COUNTRY CLUB,Transient non-community system,Ground water,Wake,GARNER,25,3,14,14
NC0136937,GASTON CHRISTIAN CHURCH,Transient non-community system,Ground water,Gaston,BELMONT,100,5,24,47
NC0136466,GASTONIA MUNICIPAL AIRPORT,Transient non-community system,Ground water,Gaston,GASTONIA,25,4,17,40
NC0273481,GATEWAY BAPTIST CHURCH,Transient non-community system,Ground water,Person,ROUGEMONT,25,2,21,7
NC0150474,GATEWAY FLEA MARKET,Transient non-community system,Ground water,Jackson,WHITTIER,25,3,2,14
NC0187477,GEAR HEAD INN,Transient non-community system,Ground water,Swain,CHEROKEE,25,3,5,20
NC0161432,GEM MOUNTAIN STORE & MUSEUM,Transient non-community system,Ground water,Mitchell,SPRUCE PINE,100,3,11,11
NC2080037,GENESIS BAPTIST CHURCH,Transient non-community system,Ground water,Rowan,CHINA GROVE,267,4,2,20
NC0286628,GENESIS CHURCH,Transient non-community system,Ground water,Surry,MT AIRY,25,3,11,11
NC1081009,GENNY`S RESTAURANT,Transient non-community system,Ground water,Rutherford,CHIMNEY ROCK,70,2,25,14
NC3099010,GENTRY FAMILY FUNERAL SERV  NO 2,Transient non-community system,Ground water,Yadkin,JONESVILLE,25,4,10,13
NC3099007,GENTRY FAMILY FUNERAL SERVICE,Transient non-community system,Ground water,Yadkin,YADKINVILLE,25,4,19,9
NC1011033,GEORGETOWN BAPTIST CHURCH/FELLOWSHIPHALL,Transient non-community system,Ground water,Buncombe,LEICESTER,100,3,38,12
NC0235566,GETHSEMANE MISSIONARY BAPTIST,Transient non-community system,Ground water,Franklin,BUNN,140,4,53,17
NC7065048,GFL,Transient non-community system,Ground water,New Hanover,WILMINGTON,75,3,1,5
NC0122401,GIBSON COVE PUBLIC AREA,Transient non-community system,Ground water,Clay,HAYESVILLE,75,4,11,16
NC0217422,GIBSONVILLE EXXON,Transient non-community system,Ground water,Caswell,GIBSONVILLE,25,5,10,26
NC0190576,GILBOA UMC,Transient non-community system,Ground water,Union,MARSHVILLE,35,4,10,17
NC0161408,GILLESPIE GAP MAINTENANCE,Transient non-community system,Ground water,Mitchell,SPRUCE PINE,250,5,3,23
NC0113448,GILWOOD PRESBYTERIAN,Transient non-community system,Ground water,Cabarrus,CONCORD,200,3,20,26
NC0188587,GLADE CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Transylvania,PISGAH FOREST,120,3,21,8
NC0363436,GLENDON INDEPENDENT CHRISTIAN,Transient non-community system,Ground water,Moore,CARTHAGE,50,3,17,17
NC0150541,GLENVILLE COUNTRY STORE,Transient non-community system,Ground water,Jackson,GLENVILLE,100,4,19,21
NC0156500,GLENWOOD INDEPENT BAPT CHURCH,Transient non-community system,Ground water,McDowell,MARION,65,3,59,12
NC0156578,GLENWOOD UMC,Transient non-community system,Ground water,McDowell,GLENWOOD,25,3,25,11
NC0286630,GLORY LIGHT BAPTIST CHURCH,Transient non-community system,Ground water,Surry,SILOAM,25,3,2,6
NC7065060,GO STORE IT #46,Transient non-community system,Ground water,New Hanover,WILMINGTON,50,4,2,16
NC2080064,GOLD HILL MARKET,Transient non-community system,Ground water,Rowan,GOLD HILL,25,4,9,27
NC2080007,GOLD HILL WESLYAN CHURCH,Transient non-community system,Ground water,Rowan,GOLD HILL,100,5,6,17
NC0464548,GOLD VALLEY CH-GOD OF PROPHECY,Transient non-community system,Ground water,Nash,MIDDLESEX,50,3,26,12
NC0150421,GOLDEN EAGLE MOTEL,Transient non-community system,Ground water,Jackson,WHITTIER,25,3,18,19
NC0392526,GOOD HOPE BAPTIST CHURCH,Transient non-community system,Ground water,Wake,KNIGHTDALE,200,2,20,14
NC0279455,GOODWILL 1ST BAPT CHURCH,Transient non-community system,Ground water,Rockingham,MADISON,75,3,16,9
NC0424465,GORE TRAILER MFG CO,Transient non-community system,Ground water,Columbus,WHITEVILLE,25,4,4,8
NC1088025,GORGES STATE PARK - PICNIC AREA,Transient non-community system,Ground water,Transylvania,,25,4,0,7
NC1088015,GORGES STATE PARK - VISITORS CENTER,Transient non-community system,Ground water,Transylvania,SAPPHIRE,25,4,0,7
NC0197451,GOSHEN BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,WILKESBORO,25,3,4,9
NC0382470,GOSHEN NEW LIFE INT PENTECOSTAL HOLINESS,Transient non-community system,Ground water,Sampson,FAISON,60,4,22,19
NC0459434,GOSPEL LIGHT CH OF CHRIST,Transient non-community system,Ground water,Martin,JAMESVILLE,50,4,18,33
NC2080053,GOSPEL LIGHTHOUSE CHURCH,Transient non-community system,Ground water,Rowan,,50,3,9,18
NC0111513,GOSSETTS,Transient non-community system,Ground water,Buncombe,LEICESTER,300,4,24,18
NC4092190,GRACE ASSEMBLY OF GOD,Transient non-community system,Ground water,Wake,WAKE FOREST,150,3,1,3
NC0197587,GRACE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,WILKESBORO,25,4,11,11
NC0118753,GRACE BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,NEWTON,50,5,58,23
NC0155576,GRACE BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,LINCOLNTON,25,3,9,20
NC0145545,GRACE COMMUNITY CHURCH,Transient non-community system,Ground water,Henderson,FLETCHER,"1,000",4,20,12
NC0180433,GRACE LOWER STONE REFORMED CHURCH,Transient non-community system,Ground water,Rowan,ROCKWELL,150,3,2,20
NC0118632,GRACE LUTHERAN CHURCH,Transient non-community system,Ground water,Catawba,NEWTON,75,3,12,19
NC0180535,GRACE LUTHERAN CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,80,5,25,25
NC0145546,GRACE MISSIONARY BAPTIST CH,Transient non-community system,Ground water,Henderson,SALUDA,35,2,5,11
NC0416508,GRACE PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Carteret,BEAUFORT,150,4,14,11
NC0138452,GRACE TABERNACLE,Transient non-community system,Ground water,Graham,ROBBINSVILLE,60,3,59,10
NC0180458,GRAHAMS GROCERY,Transient non-community system,Ground water,Rowan,SALISBURY,25,3,8,16
NC0188574,GRAND OLDE STATION,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,25,3,15,11
NC0106537,GRANDFATHER BUSINESS CENTER,Transient non-community system,Ground water,Avery,BANNER ELK,25,3,1,15
NC0195134,GRANDFATHER MOUNTAIN CAMPGRD,Transient non-community system,Ground water,Watauga,BOONE,225,4,13,35
NC0106492,GRANDFATHER MTN ENTRANCE,Transient non-community system,Ground water,Avery,LINVILLE,500,3,0,12
NC0106513,GRANDFATHER MTN MUSEUM,Transient non-community system,Ground water,Avery,LINVILLE,200,5,2,13
NC0106514,GRANDFATHER MTN PICNIC AREA,Transient non-community system,Ground water,Avery,LINVILLE,300,3,0,10
NC0106493,GRANDFATHER MTN SNACK BAR,Transient non-community system,Ground water,Avery,LINVILLE,300,11,8,18
NC0195510,GRANDVIEW RESTAURANT,Transient non-community system,Ground water,Watauga,BANNER ELK,25,3,7,12
NC4039013,GRANVILLE ATHLETIC PARK #1,Transient non-community system,Ground water,Granville,OXFORD,200,3,0,7
NC4039014,GRANVILLE ATHLETIC PARK #2,Transient non-community system,Ground water,Granville,OXFORD,200,2,0,7
NC7024023,GRAPEFULL SISTER`S VINEYARD,Transient non-community system,Ground water,Columbus,TABOR CITY,50,3,6,7
NC0239405,GRASSY CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Granville,BULLOCK,75,2,5,10
NC0239483,GRASSY CREEK COMMUNITY CENTER,Transient non-community system,Ground water,Granville,BULLOCK,40,2,15,10
NC0149459,GRASSY KNOB BAPTIST CHURCH,Transient non-community system,Ground water,Iredell,UNION GROVE,100,3,15,29
NC0326536,GRAYS CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Cumberland,FAYETTEVILLE,125,5,12,22
NC0181516,GRAYS CREEK BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,175,3,16,12
NC5026008,GRAY`S CREEK CHURCH OF GOD,Transient non-community system,Ground water,Cumberland,HOPE MILLS,50,4,45,13
NC0187511,GREASY BRANCH WATER CORP,Transient non-community system,Ground water,Swain,BRYSON CITY,70,7,6,20
NC7016042,GREAT ISLAND CABINS-CAPE LOOKOUT,Transient non-community system,Ground water,Carteret,HARKERS ISLAND,200,4,1,8
NC0150183,GREAT SMOKIE RV CAMPING RESORT,Transient non-community system,Ground water,Jackson,WHITTIER,638,3,4,16
NC0187593,GREAT SMOKIES BAIT AND TACKLE,Transient non-community system,Ground water,Swain,BRYSON CITY,100,5,23,19
NC4073018,GREATER CLEGG`S CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Person,TIMBERLAKE,100,3,6,9
NC5077002,GREATER DIGGS AME ZION CHURCH,Transient non-community system,Ground water,Richmond,ROCKINGHAM,75,3,34,10
NC0326864,GREATER FIRST BAPTIST CHURCH,Transient non-community system,Ground water,Cumberland,FAYETTEVILLE,200,3,39,18
NC0382543,GREATER SIX RUNS MISS BAPT CH,Transient non-community system,Ground water,Sampson,TURKEY,150,5,10,12
NC0459422,GREEN ACRES CAMPGROUND,Transient non-community system,Ground water,Martin,WILLIAMSTON,445,5,0,30
NC0175481,GREEN CRK MISSIONARY BAPTIST,Transient non-community system,Ground water,Polk,TRYON,90,2,8,12
NC0181484,GREEN HILL BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,120,3,15,17
NC0195503,GREEN MANSIONS VILLAGE,Transient non-community system,Ground water,Watauga,BANNER ELK,25,3,5,15
NC0136590,GREEN MEADOWS GOLF CLUB,Transient non-community system,Ground water,Gaston,MT HOLLY,25,6,36,58
NC0114569,GREEN MTN BAPTIST CHURCH,Transient non-community system,Ground water,Caldwell,PATTERSON,80,4,0,10
NC0392555,GREEN PINES BAPTIST CHURCH,Transient non-community system,Ground water,Wake,KNIGHTDALE,150,2,8,12
NC0145548,GREEN RIVER PRESERVE,Transient non-community system,Ground water,Henderson,CEDAR MOUNTAIN,135,5,12,12
NC0145549,GREEN SIX OAKS MALL,Transient non-community system,Ground water,Henderson,TUXEDO,100,3,2,10
NC0156423,GREENLEE BAPTIST CHURCH,Transient non-community system,Ground water,McDowell,OLD FORT,75,3,6,19
NC0241500,GREENSBORO CAMPGROUNDS INC,Transient non-community system,Ground water,Guilford,GREENSBORO,246,7,27,27
NC0279762,GREENSBORO NATIONAL GOLF CLUB,Transient non-community system,Ground water,Rockingham,SUMMERFIELD,25,5,30,24
NC3079029,GREENSBORO NATIONAL GOLF CLUB - POOL,Transient non-community system,Ground water,Rockingham,,25,2,19,14
NC3097021,GREENSTREET MTN CAMPGROUND RESORT,Transient non-community system,Ground water,Wilkes,TRAPHILL,250,9,0,7
NC0326865,GREGORY POOLE EQUIPMENT CO,Transient non-community system,Ground water,Cumberland,HOPE MILLS,75,6,7,14
NC0188575,GREYSTONE INN & RESTAURANT,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,25,6,5,12
NC0100506,GRILL ON THE GREEN,Transient non-community system,Ground water,Yancey,BURNSVILLE,30,3,18,11
NC2090011,GRITS HOMECOOKING,Transient non-community system,Ground water,Union,WAXHAW,25,3,4,31
NC0392596,GROCERY BOY JR  NO 30,Transient non-community system,Ground water,Wake,WILLOW SPRINGS,150,5,15,10
NC0279542,GROOMS CHAPEL MISSIONARY BAPT,Transient non-community system,Ground water,Rockingham,REIDSVILLE,25,3,36,10
NC3041068,GUILFORD MACKINTOSH PARK,Transient non-community system,Ground water,Guilford,WHITSETT,25,3,9,8
NC0286653,GUM ORCHARD BAPTIST CHURCH,Transient non-community system,Ground water,Surry,ELKIN,25,5,19,27
NC1011061,"H & S, LLC",Transient non-community system,Ground water,Buncombe,ALEXANDER,25,4,3,4
NC0241513,HAGAN STONE PARK,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,4,31,27
NC3041126,HAGAN STONE PARK AQUATIC CENTER,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,3,0,2
NC0241719,HAGAN STONE PARK-CAMPGROUND,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,6,7,21
NC0326483,HAIR`S FREEWILL HOLINESS CH,Transient non-community system,Ground water,Cumberland,FAYETTEVILLE,35,4,39,26
NC5082013,HALL`S UNITED METHODIST CHURCH,Transient non-community system,Ground water,Sampson,AUTRYVILLE,50,3,3,9
NC1050012,HAMBURG BAPTIST CHURCH,Transient non-community system,Ground water,Jackson,GLENVILLE,100,3,31,16
NC0190569,HAMILTON CROSSROADS BAPTIST CH,Transient non-community system,Ground water,Union,MARSHVILLE,50,4,10,20
NC3017027,HAMLETT CONVENIENCE MARKET,Transient non-community system,Ground water,Caswell,SEMORA,25,5,7,10
NC0467549,HAMMOCKS BEACH STATE PARK-BEAR ISLAND,Transient non-community system,Ground water,Onslow,SWANSBORO,450,8,3,16
NC3076018,HAMMONDS BP,Transient non-community system,Ground water,Randolph,ASHEBORO,25,3,3,10
NC3099004,HAMPTONVILLE GROCERY,Transient non-community system,Ground water,Yadkin,HAMPTONVILLE,25,4,19,22
NC4392495,HAN DEE HUGO`S STORE  NO 43,Transient non-community system,Ground water,Wake,GARNER,100,3,14,15
NC0416468,HANDY HOUSE  NO 10,Transient non-community system,Ground water,Carteret,DAVIS,50,6,13,11
NC0416499,HANDY HOUSE  NO 2,Transient non-community system,Ground water,Carteret,SMYRNA,50,4,20,25
NC0285501,HANGING ROCK STATE PARK,Transient non-community system,Ground water,Stokes,DANBURY,100,4,5,22
NC0285132,HANGING ROCK STATE PARK  NO 2,Transient non-community system,Ground water,Stokes,DANBURY,200,6,5,38
NC0156426,HANKINS BAPTIST CHURCH,Transient non-community system,Ground water,McDowell,MARION,50,3,17,16
NC0424685,HAPPY HOME BAPTIST CHURCH,Transient non-community system,Ground water,Columbus,NAKINA,80,4,6,10
NC0136789,HARBORTOWN MARINA,Transient non-community system,Ground water,Gaston,BELMONT,25,4,31,33
NC0465583,HARDEE`S  NO 1329,Transient non-community system,Ground water,New Hanover,WILMINGTON,700,5,0,30
NC0136784,HARDIN COMMUNITY BAPTIST CHURCH,Transient non-community system,Ground water,Gaston,DALLAS,165,3,13,26
NC3086056,HARDY BROS INC,Transient non-community system,Ground water,Surry,SILOAM,92,3,0,5
NC3086031,HARDYS CUSTOM GOLF CENTER,Transient non-community system,Ground water,Surry,W PINE STREET,25,3,8,6
NC0144606,HARMON DEN HORSE CAMP,Transient non-community system,Ground water,Haywood,CLYDE,60,2,6,11
NC0136934,HARMONY BAPTIST CHURCH,Transient non-community system,Ground water,Gaston,BESSEMER CITY,35,3,37,39
NC0144459,HARMONY GROVE BAPTIST CH,Transient non-community system,Ground water,Haywood,CANTON,50,2,15,15
NC0156451,HARMONY GROVE BAPTIST CHURCH,Transient non-community system,Ground water,McDowell,NEBO,45,3,15,18
NC1088027,HARMONY KORNER,Transient non-community system,Ground water,Transylvania,BREVARD,100,3,2,9
NC4392520,HARRIS LAKE COUNTY PARK WELL 1,Transient non-community system,Ground water,Wake,RALEIGH,250,4,3,9
